construct_id	T0_1	T0_2	Tend_1	Tend_2
CTNNB1_4__ULK1_2	63	70	68	102
CTNNB1_4__ULK1_3	45	55	68	85
CTNNB1_4__ULK1_4	84	86	153	157
CTNNB1_4__WNT5A_1	111	118	181	208
CTNNB1_4__WNT5A_2	120	130	213	238
CTNNB1_4__WNT5A_3	66	63	110	142
CTNNB1_4__WNT5A_4	88	82	150	189
ETF1_1__0Safe_safe_ACOC_204550.4522	14	11	0	6
ETF1_1__0Safe_safe_ACOC_204550.4525	42	26	9	14
ETF1_1__0Safe_safe_ACOC_204550.4590	52	46	11	19
ETF1_1__0Safe_safe_GE_204550.1561	27	28	7	8
ETF1_1__0Safe_safe_GE_204550.1743	24	16	9	4
ETF1_1__0Safe_safe_GE_204550.1816	2	6	3	5
ETF1_1__0Safe_safe_MP_204550.1197	16	10	4	6
ETF1_1__0Safe_safe_MP_204550.1296	13	14	2	5
ETF1_1__0Safe_safe_MP_204550.1323	40	32	15	6
ETF1_1__0Safe_safe_U3_204550.6027	6	7	3	4
ETF1_1__CDK2_1	54	44	9	12
ETF1_1__CDK2_2	39	34	10	7
ETF1_1__CDK2_3	35	33	6	11
ETF1_1__CDK2_4	72	71	22	21
ETF1_1__CTNNB1_1	35	16	4	9
ETF1_1__CTNNB1_2	27	28	4	10
ETF1_1__CTNNB1_3	25	31	6	16
ETF1_1__CTNNB1_4	49	36	5	8
ETF1_1__ETF1_1	23	21	3	2
ETF1_1__ETF1_2	46	33	8	6
ETF1_1__ETF1_3	9	14	2	3
ETF1_1__ETF1_4	23	22	6	9
ETF1_1__EZH2_1	33	23	7	11
ETF1_1__EZH2_2	28	39	5	10
ETF1_1__EZH2_3	41	38	11	12
ETF1_1__EZH2_4	31	28	5	7
ETF1_1__HSP90B1_1	49	41	4	13
ETF1_1__HSP90B1_2	47	58	7	27
ETF1_1__HSP90B1_3	21	22	4	15
ETF1_1__HSP90B1_4	7	11	4	3
ETF1_1__IGF1R_1	38	30	16	9
ETF1_1__IGF1R_2	36	47	13	16
ETF1_1__IGF1R_3	104	98	17	24
ETF1_1__IGF1R_4	19	20	1	3
ETF1_1__MAPK13_1	114	111	34	35
ETF1_1__MAPK13_2	31	38	7	12
ETF1_1__MAPK13_3	43	53	14	24
ETF1_1__MAPK13_4	26	24	8	8
ETF1_1__TRIB2_1	40	25	5	9
ETF1_1__TRIB2_2	18	29	10	10
ETF1_1__TRIB2_3	50	50	17	12
ETF1_1__TRIB2_4	34	32	5	15
ETF1_1__ULK1_1	17	13	3	7
ETF1_1__ULK1_2	27	22	5	3
ETF1_1__ULK1_3	21	17	1	9
ETF1_1__ULK1_4	44	44	12	5
ETF1_1__WNT5A_1	48	47	9	11
ETF1_1__WNT5A_2	57	42	15	25
ETF1_1__WNT5A_3	35	39	10	12
ETF1_1__WNT5A_4	44	44	10	16
ETF1_2__0Safe_safe_ACOC_204550.4522	41	32	15	17
ETF1_2__0Safe_safe_ACOC_204550.4525	80	94	43	51
ETF1_2__0Safe_safe_ACOC_204550.4590	103	120	50	75
ETF1_2__0Safe_safe_GE_204550.1561	52	54	26	38
ETF1_2__0Safe_safe_GE_204550.1743	43	51	19	29
ETF1_2__0Safe_safe_GE_204550.1816	27	23	11	14
ETF1_2__0Safe_safe_MP_204550.1197	34	29	13	27
ETF1_2__0Safe_safe_MP_204550.1296	21	21	9	19
ETF1_2__0Safe_safe_MP_204550.1323	94	91	46	59
ETF1_2__0Safe_safe_U3_204550.6027	27	23	7	13
ETF1_2__CDK2_1	99	95	32	56
ETF1_2__CDK2_2	85	71	31	36
ETF1_2__CDK2_3	68	90	26	51
ETF1_2__CDK2_4	124	136	50	86
ETF1_2__CTNNB1_1	47	58	26	25
ETF1_2__CTNNB1_2	54	53	23	31
ETF1_2__CTNNB1_3	37	41	32	42
ETF1_2__CTNNB1_4	80	80	39	47
ETF1_2__ETF1_1	58	73	6	9
ETF1_2__ETF1_2	67	79	15	18
ETF1_2__ETF1_3	33	31	11	22
ETF1_2__ETF1_4	50	86	29	40
ETF1_2__EZH2_1	63	49	28	32
ETF1_2__EZH2_2	65	79	49	50
ETF1_2__EZH2_3	103	112	52	46
ETF1_2__EZH2_4	50	69	41	50
ETF1_2__HSP90B1_1	85	82	45	31
ETF1_2__HSP90B1_2	87	77	46	59
ETF1_2__HSP90B1_3	61	62	24	34
ETF1_2__HSP90B1_4	34	35	13	15
ETF1_2__IGF1R_1	78	75	32	44
ETF1_2__IGF1R_2	63	77	36	46
ETF1_2__IGF1R_3	194	221	57	106
ETF1_2__IGF1R_4	29	40	18	17
ETF1_2__MAPK13_1	252	241	117	134
ETF1_2__MAPK13_2	89	71	38	63
ETF1_2__MAPK13_3	123	118	62	68
ETF1_2__MAPK13_4	56	55	27	36
ETF1_2__TRIB2_1	57	82	31	62
ETF1_2__TRIB2_2	56	59	28	24
ETF1_2__TRIB2_3	106	120	67	68
ETF1_2__TRIB2_4	73	78	39	40
ETF1_2__ULK1_1	37	39	15	22
ETF1_2__ULK1_2	60	56	28	27
ETF1_2__ULK1_3	47	49	15	26
ETF1_2__ULK1_4	92	96	57	57
ETF1_2__WNT5A_1	107	114	50	59
ETF1_2__WNT5A_2	104	114	40	62
ETF1_2__WNT5A_3	64	89	34	50
ETF1_2__WNT5A_4	77	85	43	45
ETF1_3__0Safe_safe_ACOC_204550.4522	14	31	21	32
ETF1_3__0Safe_safe_ACOC_204550.4525	61	65	88	112
ETF1_3__0Safe_safe_ACOC_204550.4590	88	87	123	139
ETF1_3__0Safe_safe_GE_204550.1561	38	53	64	65
ETF1_3__0Safe_safe_GE_204550.1743	17	26	28	37
ETF1_3__0Safe_safe_GE_204550.1816	15	21	24	20
ETF1_3__0Safe_safe_MP_204550.1197	41	36	40	43
ETF1_3__0Safe_safe_MP_204550.1296	17	16	22	26
ETF1_3__0Safe_safe_MP_204550.1323	72	56	85	91
ETF1_3__0Safe_safe_U3_204550.6027	12	11	11	22
ETF1_3__CDK2_1	74	89	46	91
ETF1_3__CDK2_2	41	56	58	41
ETF1_3__CDK2_3	61	59	73	82
ETF1_3__CDK2_4	99	114	97	135
ETF1_3__CTNNB1_1	38	44	45	55
ETF1_3__CTNNB1_2	33	34	46	67
ETF1_3__CTNNB1_3	34	41	43	50
ETF1_3__CTNNB1_4	66	70	71	82
ETF1_3__ETF1_1	40	46	13	19
ETF1_3__ETF1_2	73	70	32	54
ETF1_3__ETF1_3	8	16	24	19
ETF1_3__ETF1_4	46	48	60	65
ETF1_3__EZH2_1	40	32	41	46
ETF1_3__EZH2_2	54	53	62	69
ETF1_3__EZH2_3	78	65	78	94
ETF1_3__EZH2_4	39	47	58	74
ETF1_3__HSP90B1_1	70	62	77	81
ETF1_3__HSP90B1_2	68	72	78	83
ETF1_3__HSP90B1_3	31	32	39	50
ETF1_3__HSP90B1_4	29	22	28	24
ETF1_3__IGF1R_1	63	65	54	68
ETF1_3__IGF1R_2	39	45	73	76
ETF1_3__IGF1R_3	155	161	184	219
ETF1_3__IGF1R_4	21	35	23	26
ETF1_3__MAPK13_1	165	147	177	200
ETF1_3__MAPK13_2	55	50	62	65
ETF1_3__MAPK13_3	90	119	146	141
ETF1_3__MAPK13_4	62	52	78	73
ETF1_3__TRIB2_1	40	51	74	61
ETF1_3__TRIB2_2	54	39	39	50
ETF1_3__TRIB2_3	76	89	118	131
ETF1_3__TRIB2_4	62	52	60	72
ETF1_3__ULK1_1	24	23	33	36
ETF1_3__ULK1_2	52	55	54	79
ETF1_3__ULK1_3	37	23	50	39
ETF1_3__ULK1_4	81	79	80	97
ETF1_3__WNT5A_1	81	86	93	119
ETF1_3__WNT5A_2	77	96	124	133
ETF1_3__WNT5A_3	54	53	78	100
ETF1_3__WNT5A_4	69	73	100	114
ETF1_4__0Safe_safe_ACOC_204550.4522	14	9	8	18
ETF1_4__0Safe_safe_ACOC_204550.4525	37	22	24	27
ETF1_4__0Safe_safe_ACOC_204550.4590	48	52	44	56
ETF1_4__0Safe_safe_GE_204550.1561	27	24	19	18
ETF1_4__0Safe_safe_GE_204550.1743	21	16	17	13
ETF1_4__0Safe_safe_GE_204550.1816	13	8	12	7
ETF1_4__0Safe_safe_MP_204550.1197	18	15	7	11
ETF1_4__0Safe_safe_MP_204550.1296	13	10	5	7
ETF1_4__0Safe_safe_MP_204550.1323	32	29	31	47
ETF1_4__0Safe_safe_U3_204550.6027	8	4	7	14
ETF1_4__CDK2_1	39	33	16	23
ETF1_4__CDK2_2	39	25	25	28
ETF1_4__CDK2_3	35	27	19	22
ETF1_4__CDK2_4	72	58	48	50
ETF1_4__CTNNB1_1	32	19	21	22
ETF1_4__CTNNB1_2	22	24	12	27
ETF1_4__CTNNB1_3	19	14	21	16
ETF1_4__CTNNB1_4	36	33	33	44
ETF1_4__ETF1_1	28	31	4	9
ETF1_4__ETF1_2	32	38	16	19
ETF1_4__ETF1_3	13	6	6	12
ETF1_4__ETF1_4	27	20	18	18
ETF1_4__EZH2_1	19	19	10	14
ETF1_4__EZH2_2	34	35	37	24
ETF1_4__EZH2_3	50	37	20	48
ETF1_4__EZH2_4	31	25	18	31
ETF1_4__HSP90B1_1	56	35	27	38
ETF1_4__HSP90B1_2	42	42	33	28
ETF1_4__HSP90B1_3	20	19	22	21
ETF1_4__HSP90B1_4	7	9	13	15
ETF1_4__IGF1R_1	34	27	22	24
ETF1_4__IGF1R_2	31	26	21	39
ETF1_4__IGF1R_3	99	97	57	77
ETF1_4__IGF1R_4	10	8	5	15
ETF1_4__MAPK13_1	90	104	84	94
ETF1_4__MAPK13_2	32	32	23	19
ETF1_4__MAPK13_3	56	48	37	60
ETF1_4__MAPK13_4	24	24	25	26
ETF1_4__TRIB2_1	26	28	27	22
ETF1_4__TRIB2_2	15	32	19	22
ETF1_4__TRIB2_3	33	52	39	61
ETF1_4__TRIB2_4	34	22	19	18
ETF1_4__ULK1_1	16	8	7	10
ETF1_4__ULK1_2	27	28	17	21
ETF1_4__ULK1_3	20	14	16	11
ETF1_4__ULK1_4	41	36	37	20
ETF1_4__WNT5A_1	40	47	25	40
ETF1_4__WNT5A_2	42	43	37	44
ETF1_4__WNT5A_3	49	34	32	38
ETF1_4__WNT5A_4	34	36	26	38
EZH2_1__0Safe_safe_ACOC_204550.4522	25	13	29	35
EZH2_1__0Safe_safe_ACOC_204550.4525	49	50	77	81
EZH2_1__0Safe_safe_ACOC_204550.4590	71	69	113	132
EZH2_1__0Safe_safe_GE_204550.1561	36	38	52	71
EZH2_1__0Safe_safe_GE_204550.1743	31	27	49	39
EZH2_1__0Safe_safe_GE_204550.1816	16	19	28	42
EZH2_1__0Safe_safe_MP_204550.1197	16	24	45	35
EZH2_1__0Safe_safe_MP_204550.1296	15	14	28	25
EZH2_1__0Safe_safe_MP_204550.1323	58	62	134	134
EZH2_1__0Safe_safe_U3_204550.6027	13	11	25	19
EZH2_1__CDK2_1	74	68	76	101
EZH2_1__CDK2_2	57	59	61	75
EZH2_1__CDK2_3	48	52	54	81
EZH2_1__CDK2_4	108	82	105	134
EZH2_1__CTNNB1_1	27	32	67	63
EZH2_1__CTNNB1_2	24	22	52	66
EZH2_1__CTNNB1_3	38	32	60	71
EZH2_1__CTNNB1_4	53	51	72	85
EZH2_1__ETF1_1	24	42	28	30
EZH2_1__ETF1_2	52	46	36	45
EZH2_1__ETF1_3	19	20	18	22
EZH2_1__ETF1_4	32	35	60	67
EZH2_1__EZH2_1	28	35	53	55
EZH2_1__EZH2_2	53	47	94	112
EZH2_1__EZH2_3	73	55	110	125
EZH2_1__EZH2_4	38	37	70	72
EZH2_1__HSP90B1_1	52	49	79	72
EZH2_1__HSP90B1_2	78	55	89	115
EZH2_1__HSP90B1_3	37	33	39	54
EZH2_1__HSP90B1_4	16	12	26	31
EZH2_1__IGF1R_1	53	53	59	79
EZH2_1__IGF1R_2	49	66	78	110
EZH2_1__IGF1R_3	144	119	173	174
EZH2_1__IGF1R_4	15	23	21	22
EZH2_1__MAPK13_1	141	116	201	258
EZH2_1__MAPK13_2	47	52	71	81
EZH2_1__MAPK13_3	77	72	114	132
EZH2_1__MAPK13_4	43	44	68	63
EZH2_1__TRIB2_1	35	47	78	79
EZH2_1__TRIB2_2	30	34	51	61
EZH2_1__TRIB2_3	71	76	127	157
EZH2_1__TRIB2_4	56	45	85	91
EZH2_1__ULK1_1	13	26	43	41
EZH2_1__ULK1_2	37	47	57	60
EZH2_1__ULK1_3	40	27	44	39
EZH2_1__ULK1_4	60	69	80	94
EZH2_1__WNT5A_1	69	67	89	115
EZH2_1__WNT5A_2	59	61	110	109
EZH2_1__WNT5A_3	46	38	81	86
EZH2_1__WNT5A_4	59	56	93	99
EZH2_2__0Safe_safe_ACOC_204550.4522	16	23	36	42
EZH2_2__0Safe_safe_ACOC_204550.4525	46	53	89	122
EZH2_2__0Safe_safe_ACOC_204550.4590	103	98	126	198
EZH2_2__0Safe_safe_GE_204550.1561	30	40	72	53
EZH2_2__0Safe_safe_GE_204550.1743	35	32	42	63
EZH2_2__0Safe_safe_GE_204550.1816	27	17	38	30
EZH2_2__0Safe_safe_MP_204550.1197	22	30	50	61
EZH2_2__0Safe_safe_MP_204550.1296	17	16	35	30
EZH2_2__0Safe_safe_MP_204550.1323	78	76	122	152
EZH2_2__0Safe_safe_U3_204550.6027	21	20	15	33
EZH2_2__CDK2_1	68	78	85	105
EZH2_2__CDK2_2	70	60	67	71
EZH2_2__CDK2_3	62	74	75	95
EZH2_2__CDK2_4	113	109	162	197
EZH2_2__CTNNB1_1	45	40	78	55
EZH2_2__CTNNB1_2	33	41	76	88
EZH2_2__CTNNB1_3	36	48	67	71
EZH2_2__CTNNB1_4	59	51	88	110
EZH2_2__ETF1_1	46	61	23	30
EZH2_2__ETF1_2	60	65	47	73
EZH2_2__ETF1_3	23	21	31	48
EZH2_2__ETF1_4	37	42	81	86
EZH2_2__EZH2_1	42	55	67	93
EZH2_2__EZH2_2	58	72	97	123
EZH2_2__EZH2_3	62	64	101	93
EZH2_2__EZH2_4	46	41	62	94
EZH2_2__HSP90B1_1	64	74	105	130
EZH2_2__HSP90B1_2	86	86	83	109
EZH2_2__HSP90B1_3	43	42	54	71
EZH2_2__HSP90B1_4	27	22	49	40
EZH2_2__IGF1R_1	57	64	78	85
EZH2_2__IGF1R_2	62	69	86	102
EZH2_2__IGF1R_3	198	186	214	263
EZH2_2__IGF1R_4	39	28	24	37
EZH2_2__MAPK13_1	215	200	244	319
EZH2_2__MAPK13_2	56	65	85	104
EZH2_2__MAPK13_3	111	101	197	202
EZH2_2__MAPK13_4	58	37	71	94
EZH2_2__TRIB2_1	61	60	106	107
EZH2_2__TRIB2_2	45	35	59	79
EZH2_2__TRIB2_3	89	80	154	186
EZH2_2__TRIB2_4	58	78	93	114
EZH2_2__ULK1_1	31	31	49	63
EZH2_2__ULK1_2	49	41	67	87
EZH2_2__ULK1_3	42	34	34	67
EZH2_2__ULK1_4	79	72	125	115
EZH2_2__WNT5A_1	86	96	121	172
EZH2_2__WNT5A_2	87	94	154	153
EZH2_2__WNT5A_3	64	43	67	105
EZH2_2__WNT5A_4	76	69	96	135
EZH2_3__0Safe_safe_ACOC_204550.4522	32	32	35	48
EZH2_3__0Safe_safe_ACOC_204550.4525	98	68	106	144
EZH2_3__0Safe_safe_ACOC_204550.4590	90	104	133	172
EZH2_3__0Safe_safe_GE_204550.1561	51	43	67	73
EZH2_3__0Safe_safe_GE_204550.1743	45	41	50	56
EZH2_3__0Safe_safe_GE_204550.1816	23	24	31	48
EZH2_3__0Safe_safe_MP_204550.1197	36	17	57	62
EZH2_3__0Safe_safe_MP_204550.1296	18	18	31	37
EZH2_3__0Safe_safe_MP_204550.1323	76	71	145	172
EZH2_3__0Safe_safe_U3_204550.6027	20	18	34	44
EZH2_3__CDK2_1	96	94	116	111
EZH2_3__CDK2_2	76	85	79	99
EZH2_3__CDK2_3	61	85	76	110
EZH2_3__CDK2_4	144	92	151	188
EZH2_3__CTNNB1_1	43	48	58	88
EZH2_3__CTNNB1_2	58	43	101	97
EZH2_3__CTNNB1_3	50	45	77	100
EZH2_3__CTNNB1_4	80	83	117	118
EZH2_3__ETF1_1	61	63	25	38
EZH2_3__ETF1_2	73	94	57	76
EZH2_3__ETF1_3	19	32	33	40
EZH2_3__ETF1_4	54	51	66	101
EZH2_3__EZH2_1	51	46	52	76
EZH2_3__EZH2_2	69	72	109	138
EZH2_3__EZH2_3	78	64	133	139
EZH2_3__EZH2_4	50	47	92	102
EZH2_3__HSP90B1_1	105	101	132	139
EZH2_3__HSP90B1_2	89	81	101	124
EZH2_3__HSP90B1_3	50	40	46	61
EZH2_3__HSP90B1_4	36	18	48	61
EZH2_3__IGF1R_1	77	68	57	85
EZH2_3__IGF1R_2	97	66	114	146
EZH2_3__IGF1R_3	196	194	248	264
EZH2_3__IGF1R_4	35	35	34	42
EZH2_3__MAPK13_1	211	205	362	401
EZH2_3__MAPK13_2	71	68	68	123
EZH2_3__MAPK13_3	125	97	165	175
EZH2_3__MAPK13_4	59	54	78	96
EZH2_3__TRIB2_1	58	81	91	105
EZH2_3__TRIB2_2	42	38	82	84
EZH2_3__TRIB2_3	107	122	198	237
EZH2_3__TRIB2_4	65	68	94	116
EZH2_3__ULK1_1	41	44	67	63
EZH2_3__ULK1_2	57	60	71	92
EZH2_3__ULK1_3	45	38	60	64
EZH2_3__ULK1_4	86	83	109	138
EZH2_3__WNT5A_1	97	99	126	169
EZH2_3__WNT5A_2	107	125	139	179
EZH2_3__WNT5A_3	66	53	69	108
EZH2_3__WNT5A_4	91	82	118	161
EZH2_4__0Safe_safe_ACOC_204550.4522	32	34	51	68
EZH2_4__0Safe_safe_ACOC_204550.4525	94	97	149	204
EZH2_4__0Safe_safe_ACOC_204550.4590	112	116	203	233
EZH2_4__0Safe_safe_GE_204550.1561	77	54	88	114
EZH2_4__0Safe_safe_GE_204550.1743	47	53	81	101
EZH2_4__0Safe_safe_GE_204550.1816	31	33	59	64
EZH2_4__0Safe_safe_MP_204550.1197	38	35	79	90
EZH2_4__0Safe_safe_MP_204550.1296	26	30	70	84
EZH2_4__0Safe_safe_MP_204550.1323	113	79	190	226
EZH2_4__0Safe_safe_U3_204550.6027	26	30	52	55
EZH2_4__CDK2_1	131	106	136	139
EZH2_4__CDK2_2	71	69	124	134
EZH2_4__CDK2_3	76	88	115	179
EZH2_4__CDK2_4	136	136	211	258
EZH2_4__CTNNB1_1	62	53	83	112
EZH2_4__CTNNB1_2	37	50	97	110
EZH2_4__CTNNB1_3	50	55	102	164
EZH2_4__CTNNB1_4	66	77	140	192
EZH2_4__ETF1_1	62	55	27	52
EZH2_4__ETF1_2	68	93	69	93
EZH2_4__ETF1_3	29	34	41	65
EZH2_4__ETF1_4	77	66	120	149
EZH2_4__EZH2_1	69	63	96	109
EZH2_4__EZH2_2	78	105	174	195
EZH2_4__EZH2_3	94	99	165	221
EZH2_4__EZH2_4	73	76	116	168
EZH2_4__HSP90B1_1	103	105	155	182
EZH2_4__HSP90B1_2	101	99	158	144
EZH2_4__HSP90B1_3	57	46	89	105
EZH2_4__HSP90B1_4	28	30	42	51
EZH2_4__IGF1R_1	76	80	101	139
EZH2_4__IGF1R_2	73	74	144	178
EZH2_4__IGF1R_3	263	245	304	354
EZH2_4__IGF1R_4	51	28	36	69
EZH2_4__MAPK13_1	256	254	412	511
EZH2_4__MAPK13_2	62	74	139	134
EZH2_4__MAPK13_3	124	135	222	279
EZH2_4__MAPK13_4	60	78	91	113
EZH2_4__TRIB2_1	78	75	155	155
EZH2_4__TRIB2_2	55	60	77	104
EZH2_4__TRIB2_3	143	119	269	304
EZH2_4__TRIB2_4	76	90	163	213
EZH2_4__ULK1_1	41	42	93	92
EZH2_4__ULK1_2	58	70	111	133
EZH2_4__ULK1_3	39	52	63	98
EZH2_4__ULK1_4	101	85	171	214
EZH2_4__WNT5A_1	116	127	215	219
EZH2_4__WNT5A_2	117	112	221	288
EZH2_4__WNT5A_3	64	71	132	174
EZH2_4__WNT5A_4	75	87	144	184
HSP90B1_1__0Safe_safe_ACOC_204550.4522	26	42	34	61
HSP90B1_1__0Safe_safe_ACOC_204550.4525	90	92	111	129
HSP90B1_1__0Safe_safe_ACOC_204550.4590	141	119	172	207
HSP90B1_1__0Safe_safe_GE_204550.1561	49	60	73	70
HSP90B1_1__0Safe_safe_GE_204550.1743	49	61	73	68
HSP90B1_1__0Safe_safe_GE_204550.1816	33	44	43	52
HSP90B1_1__0Safe_safe_MP_204550.1197	52	56	97	84
HSP90B1_1__0Safe_safe_MP_204550.1296	26	32	25	41
HSP90B1_1__0Safe_safe_MP_204550.1323	94	102	152	172
HSP90B1_1__0Safe_safe_U3_204550.6027	36	26	33	42
HSP90B1_1__CDK2_1	129	150	112	123
HSP90B1_1__CDK2_2	103	83	94	101
HSP90B1_1__CDK2_3	99	92	99	129
HSP90B1_1__CDK2_4	149	146	174	201
HSP90B1_1__CTNNB1_1	68	63	96	89
HSP90B1_1__CTNNB1_2	60	49	76	112
HSP90B1_1__CTNNB1_3	60	60	102	97
HSP90B1_1__CTNNB1_4	109	97	128	154
HSP90B1_1__ETF1_1	76	58	29	58
HSP90B1_1__ETF1_2	101	79	70	69
HSP90B1_1__ETF1_3	25	32	30	51
HSP90B1_1__ETF1_4	80	79	117	135
HSP90B1_1__EZH2_1	44	57	67	96
HSP90B1_1__EZH2_2	83	108	132	167
HSP90B1_1__EZH2_3	115	110	134	165
HSP90B1_1__EZH2_4	68	75	100	107
HSP90B1_1__HSP90B1_1	129	135	125	161
HSP90B1_1__HSP90B1_2	133	121	134	121
HSP90B1_1__HSP90B1_3	55	51	98	104
HSP90B1_1__HSP90B1_4	37	26	30	44
HSP90B1_1__IGF1R_1	83	94	93	113
HSP90B1_1__IGF1R_2	99	103	125	135
HSP90B1_1__IGF1R_3	244	273	265	298
HSP90B1_1__IGF1R_4	37	43	34	47
HSP90B1_1__MAPK13_1	296	276	366	413
HSP90B1_1__MAPK13_2	109	81	94	122
HSP90B1_1__MAPK13_3	138	139	192	214
HSP90B1_1__MAPK13_4	66	70	96	100
HSP90B1_1__TRIB2_1	81	100	106	116
HSP90B1_1__TRIB2_2	61	65	104	106
HSP90B1_1__TRIB2_3	138	152	193	227
HSP90B1_1__TRIB2_4	81	80	106	131
HSP90B1_1__ULK1_1	47	48	72	73
HSP90B1_1__ULK1_2	70	86	67	92
HSP90B1_1__ULK1_3	66	49	50	69
HSP90B1_1__ULK1_4	141	122	152	193
HSP90B1_1__WNT5A_1	134	115	130	177
HSP90B1_1__WNT5A_2	115	104	146	177
HSP90B1_1__WNT5A_3	97	76	117	137
HSP90B1_1__WNT5A_4	84	92	121	168
HSP90B1_2__0Safe_safe_ACOC_204550.4522	60	63	85	93
HSP90B1_2__0Safe_safe_ACOC_204550.4525	185	189	167	207
HSP90B1_2__0Safe_safe_ACOC_204550.4590	229	235	257	305
HSP90B1_2__0Safe_safe_GE_204550.1561	111	148	140	164
HSP90B1_2__0Safe_safe_GE_204550.1743	105	104	112	117
HSP90B1_2__0Safe_safe_GE_204550.1816	69	66	68	64
HSP90B1_2__0Safe_safe_MP_204550.1197	66	81	81	93
HSP90B1_2__0Safe_safe_MP_204550.1296	47	44	66	60
HSP90B1_2__0Safe_safe_MP_204550.1323	210	186	254	291
HSP90B1_2__0Safe_safe_U3_204550.6027	48	39	37	46
HSP90B1_2__CDK2_1	228	265	182	197
HSP90B1_2__CDK2_2	183	171	144	181
HSP90B1_2__CDK2_3	163	153	169	187
HSP90B1_2__CDK2_4	328	330	322	394
HSP90B1_2__CTNNB1_1	98	96	120	147
HSP90B1_2__CTNNB1_2	113	96	136	142
HSP90B1_2__CTNNB1_3	118	105	134	179
HSP90B1_2__CTNNB1_4	185	167	240	297
HSP90B1_2__ETF1_1	124	138	55	68
HSP90B1_2__ETF1_2	184	215	106	134
HSP90B1_2__ETF1_3	55	48	54	54
HSP90B1_2__ETF1_4	134	120	135	189
HSP90B1_2__EZH2_1	109	122	149	166
HSP90B1_2__EZH2_2	181	197	200	238
HSP90B1_2__EZH2_3	225	193	203	251
HSP90B1_2__EZH2_4	120	144	158	193
HSP90B1_2__HSP90B1_1	225	180	195	227
HSP90B1_2__HSP90B1_2	225	191	199	220
HSP90B1_2__HSP90B1_3	112	111	125	133
HSP90B1_2__HSP90B1_4	68	54	65	95
HSP90B1_2__IGF1R_1	163	163	138	169
HSP90B1_2__IGF1R_2	184	176	186	221
HSP90B1_2__IGF1R_3	468	436	401	411
HSP90B1_2__IGF1R_4	56	71	58	69
HSP90B1_2__MAPK13_1	540	536	567	691
HSP90B1_2__MAPK13_2	174	150	180	184
HSP90B1_2__MAPK13_3	273	272	335	401
HSP90B1_2__MAPK13_4	118	126	121	170
HSP90B1_2__TRIB2_1	159	143	170	220
HSP90B1_2__TRIB2_2	115	128	139	178
HSP90B1_2__TRIB2_3	284	267	350	424
HSP90B1_2__TRIB2_4	161	182	170	214
HSP90B1_2__ULK1_1	70	84	94	91
HSP90B1_2__ULK1_2	161	138	142	175
HSP90B1_2__ULK1_3	92	102	80	128
HSP90B1_2__ULK1_4	219	237	211	291
HSP90B1_2__WNT5A_1	230	233	244	311
HSP90B1_2__WNT5A_2	246	230	256	311
HSP90B1_2__WNT5A_3	158	178	203	205
HSP90B1_2__WNT5A_4	166	177	205	233
HSP90B1_3__0Safe_safe_ACOC_204550.4522	20	19	35	43
HSP90B1_3__0Safe_safe_ACOC_204550.4525	62	57	86	114
HSP90B1_3__0Safe_safe_ACOC_204550.4590	85	78	125	140
HSP90B1_3__0Safe_safe_GE_204550.1561	28	28	40	49
HSP90B1_3__0Safe_safe_GE_204550.1743	31	43	56	69
HSP90B1_3__0Safe_safe_GE_204550.1816	13	12	31	37
HSP90B1_3__0Safe_safe_MP_204550.1197	22	18	36	31
HSP90B1_3__0Safe_safe_MP_204550.1296	15	12	18	23
HSP90B1_3__0Safe_safe_MP_204550.1323	71	55	97	100
HSP90B1_3__0Safe_safe_U3_204550.6027	11	10	21	19
HSP90B1_3__CDK2_1	83	71	69	68
HSP90B1_3__CDK2_2	48	52	64	58
HSP90B1_3__CDK2_3	51	67	45	58
HSP90B1_3__CDK2_4	118	105	142	148
HSP90B1_3__CTNNB1_1	38	23	46	52
HSP90B1_3__CTNNB1_2	27	29	53	79
HSP90B1_3__CTNNB1_3	35	28	62	68
HSP90B1_3__CTNNB1_4	49	61	79	96
HSP90B1_3__ETF1_1	41	42	18	21
HSP90B1_3__ETF1_2	53	45	27	41
HSP90B1_3__ETF1_3	16	14	17	30
HSP90B1_3__ETF1_4	48	37	62	94
HSP90B1_3__EZH2_1	41	35	69	69
HSP90B1_3__EZH2_2	52	48	82	92
HSP90B1_3__EZH2_3	73	67	83	105
HSP90B1_3__EZH2_4	45	46	80	89
HSP90B1_3__HSP90B1_1	43	65	72	95
HSP90B1_3__HSP90B1_2	62	68	75	78
HSP90B1_3__HSP90B1_3	19	35	33	68
HSP90B1_3__HSP90B1_4	24	19	25	26
HSP90B1_3__IGF1R_1	41	41	47	52
HSP90B1_3__IGF1R_2	66	40	74	97
HSP90B1_3__IGF1R_3	133	137	170	225
HSP90B1_3__IGF1R_4	26	26	17	23
HSP90B1_3__MAPK13_1	135	147	210	248
HSP90B1_3__MAPK13_2	49	49	64	71
HSP90B1_3__MAPK13_3	101	92	126	171
HSP90B1_3__MAPK13_4	29	43	54	68
HSP90B1_3__TRIB2_1	41	47	70	73
HSP90B1_3__TRIB2_2	37	29	55	64
HSP90B1_3__TRIB2_3	76	80	124	159
HSP90B1_3__TRIB2_4	53	54	54	87
HSP90B1_3__ULK1_1	28	24	27	37
HSP90B1_3__ULK1_2	62	35	55	82
HSP90B1_3__ULK1_3	40	26	32	65
