construct_id	T0_1	T0_2	Tend_1	Tend_2
HSP90B1_3__ULK1_4	49	66	78	99
HSP90B1_3__WNT5A_1	74	89	99	107
HSP90B1_3__WNT5A_2	72	66	106	116
HSP90B1_3__WNT5A_3	42	52	73	92
HSP90B1_3__WNT5A_4	56	62	86	129
HSP90B1_4__0Safe_safe_ACOC_204550.4522	13	15	16	23
HSP90B1_4__0Safe_safe_ACOC_204550.4525	27	29	47	54
HSP90B1_4__0Safe_safe_ACOC_204550.4590	40	43	60	60
HSP90B1_4__0Safe_safe_GE_204550.1561	18	14	25	27
HSP90B1_4__0Safe_safe_GE_204550.1743	12	16	27	20
HSP90B1_4__0Safe_safe_GE_204550.1816	10	8	8	14
HSP90B1_4__0Safe_safe_MP_204550.1197	9	14	18	29
HSP90B1_4__0Safe_safe_MP_204550.1296	16	7	30	19
HSP90B1_4__0Safe_safe_MP_204550.1323	43	32	52	62
HSP90B1_4__0Safe_safe_U3_204550.6027	2	7	7	13
HSP90B1_4__CDK2_1	35	36	32	41
HSP90B1_4__CDK2_2	23	34	34	40
HSP90B1_4__CDK2_3	26	29	33	36
HSP90B1_4__CDK2_4	46	52	101	73
HSP90B1_4__CTNNB1_1	17	16	36	37
HSP90B1_4__CTNNB1_2	13	19	28	25
HSP90B1_4__CTNNB1_3	19	20	21	45
HSP90B1_4__CTNNB1_4	27	17	46	44
HSP90B1_4__ETF1_1	19	20	15	22
HSP90B1_4__ETF1_2	38	25	19	25
HSP90B1_4__ETF1_3	7	8	12	9
HSP90B1_4__ETF1_4	30	16	31	34
HSP90B1_4__EZH2_1	12	27	25	48
HSP90B1_4__EZH2_2	22	38	46	60
HSP90B1_4__EZH2_3	43	42	52	84
HSP90B1_4__EZH2_4	16	20	38	50
HSP90B1_4__HSP90B1_1	39	37	39	47
HSP90B1_4__HSP90B1_2	36	31	39	51
HSP90B1_4__HSP90B1_3	15	29	24	28
HSP90B1_4__HSP90B1_4	10	7	16	28
HSP90B1_4__IGF1R_1	26	31	26	40
HSP90B1_4__IGF1R_2	25	39	35	45
HSP90B1_4__IGF1R_3	82	76	79	94
HSP90B1_4__IGF1R_4	6	15	12	14
HSP90B1_4__MAPK13_1	80	84	109	146
HSP90B1_4__MAPK13_2	40	32	53	58
HSP90B1_4__MAPK13_3	51	40	70	83
HSP90B1_4__MAPK13_4	26	20	26	44
HSP90B1_4__TRIB2_1	19	18	54	58
HSP90B1_4__TRIB2_2	24	18	32	31
HSP90B1_4__TRIB2_3	51	55	68	86
HSP90B1_4__TRIB2_4	35	39	33	34
HSP90B1_4__ULK1_1	14	14	28	23
HSP90B1_4__ULK1_2	29	25	18	32
HSP90B1_4__ULK1_3	15	13	16	25
HSP90B1_4__ULK1_4	39	32	36	49
HSP90B1_4__WNT5A_1	42	58	65	70
HSP90B1_4__WNT5A_2	35	46	72	85
HSP90B1_4__WNT5A_3	24	31	43	44
HSP90B1_4__WNT5A_4	34	36	53	62
IGF1R_1__0Safe_safe_ACOC_204550.4522	58	54	82	117
IGF1R_1__0Safe_safe_ACOC_204550.4525	142	138	170	214
IGF1R_1__0Safe_safe_ACOC_204550.4590	219	199	300	339
IGF1R_1__0Safe_safe_GE_204550.1561	98	110	153	156
IGF1R_1__0Safe_safe_GE_204550.1743	87	92	121	145
IGF1R_1__0Safe_safe_GE_204550.1816	49	54	70	92
IGF1R_1__0Safe_safe_MP_204550.1197	72	56	98	126
IGF1R_1__0Safe_safe_MP_204550.1296	41	52	67	74
IGF1R_1__0Safe_safe_MP_204550.1323	163	172	273	268
IGF1R_1__0Safe_safe_U3_204550.6027	44	33	50	59
IGF1R_1__CDK2_1	224	203	178	214
IGF1R_1__CDK2_2	151	167	187	181
IGF1R_1__CDK2_3	153	162	186	223
IGF1R_1__CDK2_4	294	283	301	412
IGF1R_1__CTNNB1_1	84	92	144	154
IGF1R_1__CTNNB1_2	110	77	154	176
IGF1R_1__CTNNB1_3	112	113	140	181
IGF1R_1__CTNNB1_4	182	160	233	274
IGF1R_1__ETF1_1	104	120	57	74
IGF1R_1__ETF1_2	160	168	102	115
IGF1R_1__ETF1_3	51	50	69	117
IGF1R_1__ETF1_4	109	103	176	174
IGF1R_1__EZH2_1	108	124	166	155
IGF1R_1__EZH2_2	159	187	233	252
IGF1R_1__EZH2_3	186	191	220	261
IGF1R_1__EZH2_4	134	114	170	207
IGF1R_1__HSP90B1_1	187	217	217	249
IGF1R_1__HSP90B1_2	210	194	182	261
IGF1R_1__HSP90B1_3	89	106	119	166
IGF1R_1__HSP90B1_4	64	48	74	100
IGF1R_1__IGF1R_1	156	150	144	169
IGF1R_1__IGF1R_2	131	148	202	233
IGF1R_1__IGF1R_3	450	452	473	519
IGF1R_1__IGF1R_4	69	71	57	100
IGF1R_1__MAPK13_1	454	501	648	749
IGF1R_1__MAPK13_2	139	157	177	188
IGF1R_1__MAPK13_3	216	225	413	361
IGF1R_1__MAPK13_4	132	113	165	205
IGF1R_1__TRIB2_1	140	141	185	208
IGF1R_1__TRIB2_2	99	104	157	176
IGF1R_1__TRIB2_3	205	199	343	405
IGF1R_1__TRIB2_4	151	168	206	261
IGF1R_1__ULK1_1	87	73	107	101
IGF1R_1__ULK1_2	116	132	143	193
IGF1R_1__ULK1_3	98	82	110	127
IGF1R_1__ULK1_4	180	184	234	233
IGF1R_1__WNT5A_1	242	237	237	374
IGF1R_1__WNT5A_2	200	198	272	337
IGF1R_1__WNT5A_3	136	146	211	316
IGF1R_1__WNT5A_4	166	170	230	277
IGF1R_2__0Safe_safe_ACOC_204550.4522	40	24	40	49
IGF1R_2__0Safe_safe_ACOC_204550.4525	89	89	99	126
IGF1R_2__0Safe_safe_ACOC_204550.4590	103	115	133	204
IGF1R_2__0Safe_safe_GE_204550.1561	50	65	74	67
IGF1R_2__0Safe_safe_GE_204550.1743	51	37	44	40
IGF1R_2__0Safe_safe_GE_204550.1816	29	14	36	42
IGF1R_2__0Safe_safe_MP_204550.1197	30	26	39	49
IGF1R_2__0Safe_safe_MP_204550.1296	19	14	43	37
IGF1R_2__0Safe_safe_MP_204550.1323	80	99	114	169
IGF1R_2__0Safe_safe_U3_204550.6027	21	18	28	47
IGF1R_2__CDK2_1	103	105	74	100
IGF1R_2__CDK2_2	80	99	83	81
IGF1R_2__CDK2_3	93	84	71	96
IGF1R_2__CDK2_4	143	126	126	159
IGF1R_2__CTNNB1_1	36	65	83	86
IGF1R_2__CTNNB1_2	37	49	55	83
IGF1R_2__CTNNB1_3	55	58	68	97
IGF1R_2__CTNNB1_4	79	92	85	116
IGF1R_2__ETF1_1	53	49	24	34
IGF1R_2__ETF1_2	77	85	62	64
IGF1R_2__ETF1_3	21	32	34	50
IGF1R_2__ETF1_4	60	56	87	105
IGF1R_2__EZH2_1	53	61	66	73
IGF1R_2__EZH2_2	77	102	119	124
IGF1R_2__EZH2_3	100	102	103	174
IGF1R_2__EZH2_4	65	70	81	103
IGF1R_2__HSP90B1_1	95	106	95	127
IGF1R_2__HSP90B1_2	87	88	119	140
IGF1R_2__HSP90B1_3	49	56	64	83
IGF1R_2__HSP90B1_4	25	25	43	53
IGF1R_2__IGF1R_1	66	77	78	69
IGF1R_2__IGF1R_2	88	92	98	121
IGF1R_2__IGF1R_3	212	203	186	266
IGF1R_2__IGF1R_4	35	37	26	32
IGF1R_2__MAPK13_1	227	228	263	356
IGF1R_2__MAPK13_2	67	67	78	135
IGF1R_2__MAPK13_3	107	119	189	220
IGF1R_2__MAPK13_4	66	66	75	79
IGF1R_2__TRIB2_1	61	71	93	127
IGF1R_2__TRIB2_2	43	50	80	62
IGF1R_2__TRIB2_3	111	125	150	184
IGF1R_2__TRIB2_4	73	73	78	137
IGF1R_2__ULK1_1	31	37	35	56
IGF1R_2__ULK1_2	75	50	58	85
IGF1R_2__ULK1_3	54	49	46	77
IGF1R_2__ULK1_4	109	91	110	136
IGF1R_2__WNT5A_1	108	100	142	133
IGF1R_2__WNT5A_2	124	113	130	183
IGF1R_2__WNT5A_3	69	69	94	126
IGF1R_2__WNT5A_4	82	82	106	143
IGF1R_3__0Safe_safe_ACOC_204550.4522	20	22	30	33
IGF1R_3__0Safe_safe_ACOC_204550.4525	52	53	47	83
IGF1R_3__0Safe_safe_ACOC_204550.4590	52	71	74	116
IGF1R_3__0Safe_safe_GE_204550.1561	30	32	35	47
IGF1R_3__0Safe_safe_GE_204550.1743	26	27	37	49
IGF1R_3__0Safe_safe_GE_204550.1816	11	21	27	33
IGF1R_3__0Safe_safe_MP_204550.1197	25	22	35	27
IGF1R_3__0Safe_safe_MP_204550.1296	13	12	14	26
IGF1R_3__0Safe_safe_MP_204550.1323	44	51	68	98
IGF1R_3__0Safe_safe_U3_204550.6027	16	14	23	21
IGF1R_3__CDK2_1	63	57	40	47
IGF1R_3__CDK2_2	51	32	37	38
IGF1R_3__CDK2_3	50	41	37	68
IGF1R_3__CDK2_4	98	93	103	122
IGF1R_3__CTNNB1_1	25	25	38	32
IGF1R_3__CTNNB1_2	22	29	45	37
IGF1R_3__CTNNB1_3	35	31	46	56
IGF1R_3__CTNNB1_4	49	45	59	65
IGF1R_3__ETF1_1	37	37	16	14
IGF1R_3__ETF1_2	49	49	32	31
IGF1R_3__ETF1_3	25	17	12	25
IGF1R_3__ETF1_4	27	39	35	49
IGF1R_3__EZH2_1	32	37	43	34
IGF1R_3__EZH2_2	51	30	44	62
IGF1R_3__EZH2_3	44	57	57	66
IGF1R_3__EZH2_4	32	18	43	40
IGF1R_3__HSP90B1_1	56	43	71	60
IGF1R_3__HSP90B1_2	71	60	53	52
IGF1R_3__HSP90B1_3	13	34	34	37
IGF1R_3__HSP90B1_4	10	13	17	15
IGF1R_3__IGF1R_1	38	42	40	46
IGF1R_3__IGF1R_2	51	46	39	63
IGF1R_3__IGF1R_3	145	149	126	156
IGF1R_3__IGF1R_4	32	24	25	41
IGF1R_3__MAPK13_1	140	158	154	178
IGF1R_3__MAPK13_2	37	45	55	57
IGF1R_3__MAPK13_3	78	67	91	90
IGF1R_3__MAPK13_4	34	34	37	64
IGF1R_3__TRIB2_1	32	43	55	53
IGF1R_3__TRIB2_2	31	26	29	43
IGF1R_3__TRIB2_3	60	71	64	82
IGF1R_3__TRIB2_4	52	55	70	88
IGF1R_3__ULK1_1	21	21	28	20
IGF1R_3__ULK1_2	63	44	49	56
IGF1R_3__ULK1_3	24	28	23	24
IGF1R_3__ULK1_4	66	62	49	63
IGF1R_3__WNT5A_1	65	55	76	92
IGF1R_3__WNT5A_2	53	75	83	83
IGF1R_3__WNT5A_3	36	38	50	46
IGF1R_3__WNT5A_4	53	46	65	74
IGF1R_4__0Safe_safe_ACOC_204550.4522	22	25	32	35
IGF1R_4__0Safe_safe_ACOC_204550.4525	63	64	61	68
IGF1R_4__0Safe_safe_ACOC_204550.4590	74	79	83	103
IGF1R_4__0Safe_safe_GE_204550.1561	43	42	46	39
IGF1R_4__0Safe_safe_GE_204550.1743	38	22	48	39
IGF1R_4__0Safe_safe_GE_204550.1816	20	27	30	22
IGF1R_4__0Safe_safe_MP_204550.1197	25	31	42	38
IGF1R_4__0Safe_safe_MP_204550.1296	20	24	29	36
IGF1R_4__0Safe_safe_MP_204550.1323	60	65	85	93
IGF1R_4__0Safe_safe_U3_204550.6027	11	11	13	14
IGF1R_4__CDK2_1	72	61	59	72
IGF1R_4__CDK2_2	72	59	47	65
IGF1R_4__CDK2_3	59	64	62	63
IGF1R_4__CDK2_4	122	107	98	116
IGF1R_4__CTNNB1_1	42	42	35	51
IGF1R_4__CTNNB1_2	45	31	49	67
IGF1R_4__CTNNB1_3	41	36	49	45
IGF1R_4__CTNNB1_4	75	80	68	109
IGF1R_4__ETF1_1	52	45	17	24
IGF1R_4__ETF1_2	68	65	38	47
IGF1R_4__ETF1_3	21	21	11	16
IGF1R_4__ETF1_4	52	49	57	66
IGF1R_4__EZH2_1	51	26	44	60
IGF1R_4__EZH2_2	73	46	61	71
IGF1R_4__EZH2_3	94	71	81	103
IGF1R_4__EZH2_4	42	56	65	79
IGF1R_4__HSP90B1_1	72	77	53	66
IGF1R_4__HSP90B1_2	81	85	65	89
IGF1R_4__HSP90B1_3	38	36	34	44
IGF1R_4__HSP90B1_4	20	18	14	16
IGF1R_4__IGF1R_1	53	60	47	36
IGF1R_4__IGF1R_2	67	52	55	91
IGF1R_4__IGF1R_3	150	158	145	145
IGF1R_4__IGF1R_4	27	10	29	23
IGF1R_4__MAPK13_1	160	183	203	237
IGF1R_4__MAPK13_2	62	46	61	47
IGF1R_4__MAPK13_3	97	89	123	118
IGF1R_4__MAPK13_4	57	43	51	34
IGF1R_4__TRIB2_1	40	34	60	62
IGF1R_4__TRIB2_2	42	35	60	56
IGF1R_4__TRIB2_3	106	109	120	148
IGF1R_4__TRIB2_4	52	67	69	57
IGF1R_4__ULK1_1	40	24	39	30
IGF1R_4__ULK1_2	44	43	43	48
IGF1R_4__ULK1_3	38	41	31	39
IGF1R_4__ULK1_4	67	68	73	102
IGF1R_4__WNT5A_1	76	71	83	95
IGF1R_4__WNT5A_2	68	66	91	100
IGF1R_4__WNT5A_3	60	73	71	78
IGF1R_4__WNT5A_4	57	58	76	78
MAPK13_1__0Safe_safe_ACOC_204550.4522	33	46	54	58
MAPK13_1__0Safe_safe_ACOC_204550.4525	99	103	134	141
MAPK13_1__0Safe_safe_ACOC_204550.4590	125	125	200	234
MAPK13_1__0Safe_safe_GE_204550.1561	54	60	99	127
MAPK13_1__0Safe_safe_GE_204550.1743	55	42	86	94
MAPK13_1__0Safe_safe_GE_204550.1816	38	37	57	48
MAPK13_1__0Safe_safe_MP_204550.1197	30	41	68	112
MAPK13_1__0Safe_safe_MP_204550.1296	25	22	40	42
MAPK13_1__0Safe_safe_MP_204550.1323	89	111	143	157
MAPK13_1__0Safe_safe_U3_204550.6027	25	17	34	33
MAPK13_1__CDK2_1	97	116	99	140
MAPK13_1__CDK2_2	81	97	107	120
MAPK13_1__CDK2_3	78	83	108	122
MAPK13_1__CDK2_4	175	159	240	296
MAPK13_1__CTNNB1_1	56	67	77	111
MAPK13_1__CTNNB1_2	46	43	93	89
MAPK13_1__CTNNB1_3	51	65	94	116
MAPK13_1__CTNNB1_4	107	88	146	190
MAPK13_1__ETF1_1	58	63	36	47
MAPK13_1__ETF1_2	89	87	82	62
MAPK13_1__ETF1_3	39	24	36	40
MAPK13_1__ETF1_4	69	57	111	116
MAPK13_1__EZH2_1	51	60	68	105
MAPK13_1__EZH2_2	101	96	174	156
MAPK13_1__EZH2_3	131	118	142	153
MAPK13_1__EZH2_4	62	64	92	139
MAPK13_1__HSP90B1_1	107	114	133	182
MAPK13_1__HSP90B1_2	116	123	114	142
MAPK13_1__HSP90B1_3	72	73	88	105
MAPK13_1__HSP90B1_4	24	28	50	58
MAPK13_1__IGF1R_1	82	80	84	103
MAPK13_1__IGF1R_2	89	76	96	157
MAPK13_1__IGF1R_3	270	237	278	317
MAPK13_1__IGF1R_4	44	44	40	31
MAPK13_1__MAPK13_1	322	278	399	519
MAPK13_1__MAPK13_2	68	66	113	148
MAPK13_1__MAPK13_3	110	118	182	216
MAPK13_1__MAPK13_4	61	61	88	133
MAPK13_1__TRIB2_1	88	70	105	148
MAPK13_1__TRIB2_2	76	72	109	112
MAPK13_1__TRIB2_3	99	135	228	259
MAPK13_1__TRIB2_4	93	88	139	167
MAPK13_1__ULK1_1	40	38	59	51
MAPK13_1__ULK1_2	62	60	89	101
MAPK13_1__ULK1_3	53	63	50	71
MAPK13_1__ULK1_4	95	101	144	170
MAPK13_1__WNT5A_1	123	114	153	170
MAPK13_1__WNT5A_2	111	116	170	208
MAPK13_1__WNT5A_3	66	59	105	133
MAPK13_1__WNT5A_4	109	105	174	253
MAPK13_2__0Safe_safe_ACOC_204550.4522	56	46	72	107
MAPK13_2__0Safe_safe_ACOC_204550.4525	106	138	178	206
MAPK13_2__0Safe_safe_ACOC_204550.4590	155	157	217	302
MAPK13_2__0Safe_safe_GE_204550.1561	70	100	120	167
MAPK13_2__0Safe_safe_GE_204550.1743	52	58	101	102
MAPK13_2__0Safe_safe_GE_204550.1816	54	41	65	67
MAPK13_2__0Safe_safe_MP_204550.1197	46	61	92	98
MAPK13_2__0Safe_safe_MP_204550.1296	35	39	60	61
MAPK13_2__0Safe_safe_MP_204550.1323	128	139	237	257
MAPK13_2__0Safe_safe_U3_204550.6027	34	29	59	55
MAPK13_2__CDK2_1	164	141	162	178
MAPK13_2__CDK2_2	130	131	153	163
MAPK13_2__CDK2_3	124	149	180	202
MAPK13_2__CDK2_4	203	192	296	287
MAPK13_2__CTNNB1_1	71	80	129	139
MAPK13_2__CTNNB1_2	84	82	124	180
MAPK13_2__CTNNB1_3	70	76	151	179
MAPK13_2__CTNNB1_4	113	119	176	217
MAPK13_2__ETF1_1	85	90	55	59
MAPK13_2__ETF1_2	105	127	104	119
MAPK13_2__ETF1_3	42	34	63	65
MAPK13_2__ETF1_4	91	105	139	216
MAPK13_2__EZH2_1	82	76	113	144
MAPK13_2__EZH2_2	109	120	182	224
MAPK13_2__EZH2_3	136	135	227	234
MAPK13_2__EZH2_4	82	94	163	173
MAPK13_2__HSP90B1_1	143	145	196	221
MAPK13_2__HSP90B1_2	169	150	165	239
MAPK13_2__HSP90B1_3	71	63	115	130
MAPK13_2__HSP90B1_4	46	53	64	90
MAPK13_2__IGF1R_1	97	98	114	103
MAPK13_2__IGF1R_2	124	99	172	199
MAPK13_2__IGF1R_3	335	336	354	446
MAPK13_2__IGF1R_4	43	52	40	68
MAPK13_2__MAPK13_1	344	355	513	632
MAPK13_2__MAPK13_2	126	137	172	201
MAPK13_2__MAPK13_3	151	181	311	393
MAPK13_2__MAPK13_4	87	86	147	180
MAPK13_2__TRIB2_1	104	107	179	198
MAPK13_2__TRIB2_2	80	70	146	128
MAPK13_2__TRIB2_3	171	209	297	383
MAPK13_2__TRIB2_4	114	120	179	228
MAPK13_2__ULK1_1	47	51	76	99
MAPK13_2__ULK1_2	98	88	133	140
MAPK13_2__ULK1_3	64	76	75	105
MAPK13_2__ULK1_4	171	159	224	281
MAPK13_2__WNT5A_1	126	161	223	271
MAPK13_2__WNT5A_2	155	179	280	316
MAPK13_2__WNT5A_3	110	125	148	197
MAPK13_2__WNT5A_4	159	143	222	273
MAPK13_3__0Safe_safe_ACOC_204550.4522	44	44	102	100
MAPK13_3__0Safe_safe_ACOC_204550.4525	146	142	239	290
MAPK13_3__0Safe_safe_ACOC_204550.4590	183	223	312	393
MAPK13_3__0Safe_safe_GE_204550.1561	76	74	146	169
MAPK13_3__0Safe_safe_GE_204550.1743	77	63	153	175
MAPK13_3__0Safe_safe_GE_204550.1816	48	36	65	101
MAPK13_3__0Safe_safe_MP_204550.1197	56	70	128	127
MAPK13_3__0Safe_safe_MP_204550.1296	37	30	81	81
MAPK13_3__0Safe_safe_MP_204550.1323	158	173	330	404
MAPK13_3__0Safe_safe_U3_204550.6027	19	31	47	53
MAPK13_3__CDK2_1	191	179	214	250
MAPK13_3__CDK2_2	126	141	198	176
MAPK13_3__CDK2_3	135	130	184	247
MAPK13_3__CDK2_4	242	262	314	409
MAPK13_3__CTNNB1_1	97	73	156	193
MAPK13_3__CTNNB1_2	83	89	155	209
MAPK13_3__CTNNB1_3	93	92	164	225
MAPK13_3__CTNNB1_4	134	135	247	295
MAPK13_3__ETF1_1	106	104	72	95
MAPK13_3__ETF1_2	145	150	120	143
MAPK13_3__ETF1_3	43	38	65	93
MAPK13_3__ETF1_4	114	96	150	246
MAPK13_3__EZH2_1	86	78	140	159
MAPK13_3__EZH2_2	133	157	261	302
MAPK13_3__EZH2_3	151	154	270	338
MAPK13_3__EZH2_4	110	78	198	251
MAPK13_3__HSP90B1_1	158	154	235	272
MAPK13_3__HSP90B1_2	182	181	232	256
MAPK13_3__HSP90B1_3	97	88	165	220
MAPK13_3__HSP90B1_4	46	44	86	96
MAPK13_3__IGF1R_1	138	144	177	252
MAPK13_3__IGF1R_2	142	154	207	302
MAPK13_3__IGF1R_3	407	374	489	563
MAPK13_3__IGF1R_4	60	55	67	95
MAPK13_3__MAPK13_1	439	384	649	813
MAPK13_3__MAPK13_2	145	125	202	258
MAPK13_3__MAPK13_3	222	236	368	446
MAPK13_3__MAPK13_4	106	90	175	201
MAPK13_3__TRIB2_1	122	131	239	260
MAPK13_3__TRIB2_2	76	86	166	202
MAPK13_3__TRIB2_3	187	192	358	526
MAPK13_3__TRIB2_4	117	140	229	253
MAPK13_3__ULK1_1	69	63	115	150
MAPK13_3__ULK1_2	91	116	142	187
MAPK13_3__ULK1_3	92	75	120	126
MAPK13_3__ULK1_4	156	154	265	310
MAPK13_3__WNT5A_1	195	163	251	322
MAPK13_3__WNT5A_2	204	222	328	358
MAPK13_3__WNT5A_3	126	146	252	301
MAPK13_3__WNT5A_4	135	127	270	307
MAPK13_4__0Safe_safe_ACOC_204550.4522	30	21	39	41
MAPK13_4__0Safe_safe_ACOC_204550.4525	67	80	99	100
MAPK13_4__0Safe_safe_ACOC_204550.4590	106	98	136	157
MAPK13_4__0Safe_safe_GE_204550.1561	42	43	42	63
MAPK13_4__0Safe_safe_GE_204550.1743	41	42	74	70
MAPK13_4__0Safe_safe_GE_204550.1816	20	23	42	53
MAPK13_4__0Safe_safe_MP_204550.1197	38	30	50	40
MAPK13_4__0Safe_safe_MP_204550.1296	14	20	28	37
MAPK13_4__0Safe_safe_MP_204550.1323	70	77	109	137
MAPK13_4__0Safe_safe_U3_204550.6027	13	19	27	29
MAPK13_4__CDK2_1	87	78	84	91
MAPK13_4__CDK2_2	68	65	71	91
MAPK13_4__CDK2_3	69	59	80	87
MAPK13_4__CDK2_4	110	105	159	164
MAPK13_4__CTNNB1_1	33	44	58	47
MAPK13_4__CTNNB1_2	48	44	68	88
MAPK13_4__CTNNB1_3	73	50	69	93
MAPK13_4__CTNNB1_4	71	59	94	125
MAPK13_4__ETF1_1	53	38	30	31
MAPK13_4__ETF1_2	66	73	57	58
MAPK13_4__ETF1_3	28	22	38	37
MAPK13_4__ETF1_4	40	80	88	102
MAPK13_4__EZH2_1	54	33	65	72
MAPK13_4__EZH2_2	67	56	84	107
MAPK13_4__EZH2_3	69	80	98	125
MAPK13_4__EZH2_4	54	56	83	112
MAPK13_4__HSP90B1_1	73	83	99	139
MAPK13_4__HSP90B1_2	99	74	99	143
MAPK13_4__HSP90B1_3	40	41	57	41
MAPK13_4__HSP90B1_4	17	31	34	49
MAPK13_4__IGF1R_1	64	59	57	82
MAPK13_4__IGF1R_2	74	69	88	118
MAPK13_4__IGF1R_3	206	184	198	232
MAPK13_4__IGF1R_4	33	38	33	24
MAPK13_4__MAPK13_1	183	168	261	303
MAPK13_4__MAPK13_2	74	65	82	111
MAPK13_4__MAPK13_3	110	92	160	197
MAPK13_4__MAPK13_4	67	51	70	73
MAPK13_4__TRIB2_1	58	59	96	136
MAPK13_4__TRIB2_2	48	46	41	63
MAPK13_4__TRIB2_3	103	125	182	260
MAPK13_4__TRIB2_4	54	71	80	85
MAPK13_4__ULK1_1	27	27	51	45
MAPK13_4__ULK1_2	49	55	73	84
MAPK13_4__ULK1_3	42	35	45	43
MAPK13_4__ULK1_4	68	74	87	150
MAPK13_4__WNT5A_1	93	87	128	133
MAPK13_4__WNT5A_2	95	106	124	155
MAPK13_4__WNT5A_3	60	59	89	120
MAPK13_4__WNT5A_4	63	60	97	113
TRIB2_1__0Safe_safe_ACOC_204550.4522	39	52	100	111
TRIB2_1__0Safe_safe_ACOC_204550.4525	145	142	256	268
TRIB2_1__0Safe_safe_ACOC_204550.4590	213	213	375	408
TRIB2_1__0Safe_safe_GE_204550.1561	80	71	150	144
TRIB2_1__0Safe_safe_GE_204550.1743	75	81	157	159
TRIB2_1__0Safe_safe_GE_204550.1816	47	44	55	96
TRIB2_1__0Safe_safe_MP_204550.1197	64	57	85	139
TRIB2_1__0Safe_safe_MP_204550.1296	31	36	70	91
TRIB2_1__0Safe_safe_MP_204550.1323	154	129	284	317
TRIB2_1__0Safe_safe_U3_204550.6027	27	36	51	60
TRIB2_1__CDK2_1	186	194	158	215
TRIB2_1__CDK2_2	116	134	189	189
TRIB2_1__CDK2_3	125	141	188	246
TRIB2_1__CDK2_4	238	241	329	427
TRIB2_1__CTNNB1_1	86	77	179	200
TRIB2_1__CTNNB1_2	91	72	171	218
TRIB2_1__CTNNB1_3	92	82	164	205
TRIB2_1__CTNNB1_4	121	148	223	332
TRIB2_1__ETF1_1	83	104	54	66
TRIB2_1__ETF1_2	139	131	102	141
TRIB2_1__ETF1_3	46	51	81	111
TRIB2_1__ETF1_4	112	103	212	219
TRIB2_1__EZH2_1	97	99	154	208
TRIB2_1__EZH2_2	110	123	200	239
TRIB2_1__EZH2_3	161	143	252	258
TRIB2_1__EZH2_4	87	107	213	266
TRIB2_1__HSP90B1_1	156	164	201	266
TRIB2_1__HSP90B1_2	183	152	216	232
TRIB2_1__HSP90B1_3	65	76	124	150
TRIB2_1__HSP90B1_4	43	49	81	96
TRIB2_1__IGF1R_1	124	106	152	183
TRIB2_1__IGF1R_2	154	125	246	290
TRIB2_1__IGF1R_3	379	386	475	563
TRIB2_1__IGF1R_4	55	56	66	82
TRIB2_1__MAPK13_1	394	408	678	877
TRIB2_1__MAPK13_2	136	124	217	262
TRIB2_1__MAPK13_3	221	196	368	456
TRIB2_1__MAPK13_4	104	114	188	222
TRIB2_1__TRIB2_1	107	110	216	250
TRIB2_1__TRIB2_2	86	91	152	181
TRIB2_1__TRIB2_3	190	212	409	486
TRIB2_1__TRIB2_4	140	133	262	284
TRIB2_1__ULK1_1	67	64	89	109
TRIB2_1__ULK1_2	129	98	155	214
TRIB2_1__ULK1_3	81	89	120	133
TRIB2_1__ULK1_4	191	161	322	364
TRIB2_1__WNT5A_1	212	168	282	389
TRIB2_1__WNT5A_2	194	195	319	380
TRIB2_1__WNT5A_3	115	129	201	235
TRIB2_1__WNT5A_4	161	163	283	372
TRIB2_2__0Safe_safe_ACOC_204550.4522	23	19	53	54
TRIB2_2__0Safe_safe_ACOC_204550.4525	59	66	106	157
TRIB2_2__0Safe_safe_ACOC_204550.4590	101	95	154	198
TRIB2_2__0Safe_safe_GE_204550.1561	43	33	69	85
TRIB2_2__0Safe_safe_GE_204550.1743	31	36	43	56
TRIB2_2__0Safe_safe_GE_204550.1816	23	18	40	40
TRIB2_2__0Safe_safe_MP_204550.1197	39	27	55	66
TRIB2_2__0Safe_safe_MP_204550.1296	18	14	31	44
TRIB2_2__0Safe_safe_MP_204550.1323	101	85	168	228
TRIB2_2__0Safe_safe_U3_204550.6027	20	19	28	26
TRIB2_2__CDK2_1	71	86	96	117
TRIB2_2__CDK2_2	61	68	69	98
TRIB2_2__CDK2_3	66	53	79	108
TRIB2_2__CDK2_4	112	105	174	225
TRIB2_2__CTNNB1_1	40	34	74	89
TRIB2_2__CTNNB1_2	25	34	61	72
TRIB2_2__CTNNB1_3	46	39	69	90
TRIB2_2__CTNNB1_4	67	80	116	181
TRIB2_2__ETF1_1	39	37	17	35
TRIB2_2__ETF1_2	55	62	53	63
TRIB2_2__ETF1_3	17	16	38	39
TRIB2_2__ETF1_4	44	60	107	139
TRIB2_2__EZH2_1	46	42	65	72
TRIB2_2__EZH2_2	74	63	86	128
TRIB2_2__EZH2_3	80	68	124	144
TRIB2_2__EZH2_4	52	45	78	102
TRIB2_2__HSP90B1_1	76	58	120	131
TRIB2_2__HSP90B1_2	87	72	81	126
TRIB2_2__HSP90B1_3	41	32	66	85
TRIB2_2__HSP90B1_4	21	26	53	48
TRIB2_2__IGF1R_1	70	64	82	116
TRIB2_2__IGF1R_2	64	68	134	142
TRIB2_2__IGF1R_3	172	190	243	284
TRIB2_2__IGF1R_4	27	29	32	41
